"","variable_name","use_nm","use_tn","variable_label","short_name","group_name","field_type","minimum_possible_value","maximum_possible_value","is_subgroup_variable","is_potential_outcome_variable","is_categorical_variable","is_ordinal_outcome","time_invariant","is_foreign_key","foreign_key_table","is_date","chart_label","definition"
"392","rfep_now_p2",1,1,"Reclassified-fluent English proficient, two years later","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Reclassified-fluent English proficient, year 2 after intervention start.","A student who was reclassified-fluent English proficient, two years later."
"393","schoolid_nces_assess_m1",1,1,"School ID, NCES-assigned, assessment, one year prior","","","str",NA,NA,0,0,0,NA,0,0,"",0,"","The unique school ID as assigned by the National Center for Education Statistics and as recorded in assessment data. NOTE: The first seven digits of this ID are the district/LEA ID assigned by NCES. For PRIOR year."
"394","schoolid_nces_assess_p0",1,1,"School ID, NCES-assigned, assessment, current year","","","str",NA,NA,0,0,0,NA,0,0,"",0,"","The unique school ID as assigned by the National Center for Education Statistics and as recorded in assessment data. NOTE: The first seven digits of this ID are the district/LEA ID assigned by NCES. For CURRENT year."
"395","schoolid_nces_enroll_m1",1,1,"School ID, NCES-assigned, fall enrollment, one year prior","","","str",NA,NA,0,0,0,NA,0,0,"",0,"","The unique school ID as assigned by the National Center for Education Statistics and as recorded in fall enrollment data. NOTE: The first seven digits of this ID are the district/LEA ID assigned by NCES. For PRIOR year."
"396","schoolid_nces_enroll_p0",1,1,"School ID, NCES-assigned, fall enrollment, current year","","","str",NA,NA,0,0,0,NA,0,0,"",0,"","The unique school ID as assigned by the National Center for Education Statistics and as recorded in fall enrollment data. NOTE: The first seven digits of this ID are the district/LEA ID assigned by NCES. For CURRENT year."
"397","schoolid_state_assess_m1",1,1,"School ID, state-assigned, assessment, one year prior","","","str",NA,NA,0,0,0,NA,0,0,"",0,"","The unique number or alphanumeric code assigned to the school by the state, as recorded in assessment data. For PRIOR year."
"398","schoolid_state_assess_p0",1,1,"School ID, state-assigned, assessment, current year","","","str",NA,NA,0,0,0,NA,0,0,"",0,"","The unique number or alphanumeric code assigned to the school by the state, as recorded in assessment data. For CURRENT year."
"399","schoolid_state_enroll_m1",1,1,"School ID, state-assigned, fall enrollment, one year prior","","","str",NA,NA,0,0,0,NA,0,0,"",0,"","The unique number or alphanumeric code assigned to the school by the state, as recorded in fall enrollment data. For PRIOR year."
"400","schoolid_state_enroll_p0",1,1,"School ID, state-assigned, fall enrollment, current year","","","str",NA,NA,0,0,0,NA,0,0,"",0,"","The unique number or alphanumeric code assigned to the school by the state, as recorded in fall enrollment data. For CURRENT year."
"401","schoolname_assess",1,1,"School name, assessment, current year","","","str",NA,NA,0,0,0,NA,0,0,"",0,"","The name assigned to a local education agency by a school system, state, or other agency or entity, as recorded in assessment data. For CURRENT year."
"402","schoolname_enroll",1,1,"School name, fall enrollment, current year","","","str",NA,NA,0,0,0,NA,0,0,"",0,"","The name assigned to a local education agency by a school system, state, or other agency or entity, as recorded in fall enrollment data. For CURRENT year."
"403","seqno",1,1,"Sequence number (for record ID)","","","str",1,NA,0,0,0,NA,1,0,"",0,"","A two-part sequence number to make record identification more manageable by humans (in lieu of study_id). This number is unique to a student, and its first part equals yearfirst, the first year a student appeared in the EE data."
"404","specialed_2yr",1,1,"Special education (IDEA), past two years","Special ed. (IDEA), past 2 yrs","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student receiving special education services by virtue of a disability during either (or both) of the two most recent school years (to the extent data for those years are available)."
"405","specialed_3yr",1,1,"Special education (IDEA), past three years","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student receiving special education services by virtue of a disability during any of the three most recent school years (to the extent data for those years are available)."
"406","specialed_5yr",1,1,"Special education (IDEA), past five years","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student receiving special education services by virtue of a disability during any of the five most recent school years (to the extent data for those years are available)."
"407","specialed_elem",1,1,"Special education (IDEA), grades K-5","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student receiving special education services by virtue of a disability during grades K-5 (to the extent data for those years are available)."
"408","specialed_ever",1,1,"Special education (IDEA), ever","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student receiving special education services by virtue of a disability during any observed school year."
"409","specialed_fasn",1,1,"Special education, female, Asian","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is female and Asian and receiving special education services by virtue of a disability during the most recent school year."
"410","specialed_fblk",1,1,"Special education, female, black","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is female and Black/African American and receiving special education services by virtue of a disability during the most recent school year."
"411","specialed_fhpi",1,1,"Special education, female, Hawaiian/PI","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is female and Hawaiian/Pacific Islander and receiving special education services by virtue of a disability during the most recent school year."
"412","specialed_flat",1,1,"Special education, female, Latino","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is female and Hispanic/Latino and receiving special education services by virtue of a disability during the most recent school year."
"413","specialed_fnat",1,1,"Special education, female, native American","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is female and American Indian/Alaska native and receiving special education services by virtue of a disability during the most recent school year."
"414","specialed_funk",1,1,"Special education, female, unknown","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is female and unknown race/ethnicity and receiving special education services by virtue of a disability during the most recent school year."
"415","specialed_fwht",1,1,"Special education, female, white","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is female and white and receiving special education services by virtue of a disability during the most recent school year."
"416","specialed_high",1,1,"Special education (IDEA), grades 9-12","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student receiving special education services by virtue of a disability during grades 9-12 (to the extent data for those years are available)."
"417","specialed_masn",1,1,"Special education, male, Asian","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is male and Asian and receiving special education services by virtue of a disability during the most recent school year."
"418","specialed_mblk",1,1,"Special education, male, black","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is male and Black/African American and receiving special education services by virtue of a disability during the most recent school year."
"419","specialed_mhpi",1,1,"Special education, male, Hawaiian/PI","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is male and Hawaiian/Pacific Islander and receiving special education services by virtue of a disability during the most recent school year."
"420","specialed_midd",1,1,"Special education (IDEA), grades 6-8","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student receiving special education services by virtue of a disability during grades 6-8 (to the extent data for those years are available)."
"421","specialed_mlat",1,1,"Special education, male, Latino","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is male and Hispanic/Latino and receiving special education services by virtue of a disability during the most recent school year."
"422","specialed_mnat",1,1,"Special education, male, native American","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is male and American Indian/Alaska native and receiving special education services by virtue of a disability during the most recent school year."
"423","specialed_munk",1,1,"Special education, male, unknown","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is male and unknown race/ethnicity and receiving special education services by virtue of a disability during the most recent school year."
"424","specialed_mwht",1,1,"Special education, male, white","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who is male and white and receiving special education services by virtue of a disability during the most recent school year."
"425","specialed_now",1,1,"Special education (IDEA), current year","Special ed. (IDEA)","Personal Characteristics","byte",NA,NA,1,0,1,NA,0,0,"",0,"","A student receiving special education services by virtue of a disability during the most recent school year."
"426","specialed_u",1,1,"Special education, gender unknown","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student of unknown gender and any race/ethnicity and receiving special education services by virtue of a disability during the most recent school year."
"427","status_inferred_m1",1,1,"Promotion/retention status, as inferred, one year prior","Promotion, prior year","Academic History","byte",NA,NA,0,0,1,NA,0,0,"",0,"","End-of-year promotion/retention status, as inferred from annual grade-level information, one year prior."
"428","status_inferred_m2",1,1,"Promotion/retention status, as inferred, two years prior","Promotion, -2 years","Academic History","byte",NA,NA,0,0,1,NA,0,0,"",0,"","End-of-year promotion/retention status, as inferred from annual grade-level information, two years prior."
"429","status_inferred_p0",1,1,"Promotion/retention status, as inferred, current year","","","byte",NA,NA,0,1,1,1,0,0,"",0,"Promotion to next grade, academic year of intervention start.","End-of-year promotion/retention status, as inferred from annual grade-level information, current year."
"430","status_inferred_p1",1,1,"Number of years promoted to a higher grade, as inferred, one year later","","","byte",NA,NA,0,1,1,1,0,0,"",0,"Number of times promoted within 2 years of intervention start","Number of years during which the student was promoted to higher grade, as inferred from annual grade-level information, one year later."
"431","status_inferred_p2",1,1,"Number of years promoted to a higher grade, as inferred, two years later","","","byte",NA,NA,0,1,1,1,0,0,"",0,"Number of times promoted within 3 years of intervention start","Number of years during which the student was promoted to higher grade, as inferred from annual grade-level information, two years later."
"432","status_inferred_pro_p1",1,1,"Promotion/retention status, as inferred, one year later, if promoted in current year","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Promotion to next grade, year 1 after intervention start, if promoted in academic year of intervention start.","End-of-year promotion/retention status, as inferred from annual grade-level information. one year later (if promoted in current year)."
"433","status_inferred_ret_p1",1,1,"Promotion/retention status, as inferred, one year later, if retained in current year","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Promotion to next grade, year 1 after intervention start, if retained in academic year of intervention start.","End-of-year promotion/retention status, as inferred from annual grade-level information. one year later (if retained in current year)."
"434","status_reported_m1",1,1,"Promotion/retention status, as reported, one year prior","Promotion, prior year","Academic History","byte",NA,NA,0,0,1,NA,0,0,"",0,"","End-of-year promotion/retention status, as reported by the state, one year prior."
"435","status_reported_m2",1,1,"Promotion/retention status, as reported, two years prior","Promotion, -2 years","Academic History","byte",NA,NA,0,0,1,NA,0,0,"",0,"","End-of-year promotion/retention status, as reported by the state, two years prior."
"436","status_reported_p0",1,1,"Promotion/retention status, as reported, current year","","","byte",NA,NA,0,1,1,1,0,0,"",0,"Promotion to next grade, academic year of intervention start.","End-of-year promotion/retention status, as reported by the state, current year."
"437","status_reported_p1",1,1,"Number of years promoted to a higher grade, as reported, one year later","","","byte",NA,NA,0,1,1,1,0,0,"",0,"Number of times promoted within 2 years of intervention start","Number of years during which the student was promoted to higher grade, as reported by the state, one year later."
"438","status_reported_p2",1,1,"Number of years promoted to a higher grade, as reported, two years later","","","byte",NA,NA,0,1,1,1,0,0,"",0,"Number of times promoted within 3 years of intervention start","Number of years during which the student was promoted to higher grade, as reported by the state, two years later."
"439","status_reported_pro_p1",1,1,"Promotion/retention status, as reported, one year later, if promoted in current year","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Promotion to next grade, year 1 after intervention start, if promoted in academic year of intervention start.","End-of-year promotion/retention status, as reported by the state, one year later (if promoted in current year)."
"440","status_reported_ret_p1",1,1,"Promotion/retention status, as reported, one year later, if retained in current year","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Promotion to next grade, year 1 after intervention start, if retained in academic year of intervention start.","End-of-year promotion/retention status, as reported by the state, one year later (if retained in current year)."
"441","study_id",1,1,"Randomized Study ID","","","str",NA,NA,0,0,0,NA,1,0,"",0,"","A random, complex ID number that is unique to each student across time. For security reasons, these ID numbers might be periodically re-assigned, so they should not be used for programming purposes."
"442","transferred_out_m1",1,1,"Transfer status of student, on year prior","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Categorization of students who exited by transfer, one year prior. 0 = Not reported as transferring out, 1 = Transferred within district, 2 = Transferred within state, 3 = Transferred other/unknown."
"443","transferred_out_m2",1,1,"Transfer status of student, two years prior","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Categorization of students who exited by transfer, two years prior. 0 = Not reported as transferring out, 1 = Transferred within district, 2 = Transferred within state, 3 = Transferred other/unknown."
"444","transferred_out_p0",1,1,"Transfer status of student, current year","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Categorization of students who exited by transfer, current year. 0 = Not reported as transferring out, 1 = Transferred within district, 2 = Transferred within state, 3 = Transferred other/unknown."
"445","transferred_out_p1",1,1,"Transfer status of student, one year later","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Categorization of students who exited by transfer, one year later. 0 = Not reported as transferring out, 1 = Transferred within district, 2 = Transferred within state, 3 = Transferred other/unknown."
"446","transferred_out_p2",1,1,"Transfer status of student, two years later","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Categorization of students who exited by transfer, two years later. 0 = Not reported as transferring out, 1 = Transferred within district, 2 = Transferred within state, 3 = Transferred other/unknown."
"447","withdrawal_date_m1",1,1,"Withdrawal date, one year earlier","","","long",17898,NA,0,0,0,NA,0,0,"",1,"","Date on which the student exited or withdrew from school, or transferred, one year prior."
"448","withdrawal_date_m2",1,1,"Withdrawal date, two years earlier","","","long",17898,NA,0,0,0,NA,0,0,"",1,"","Date on which the student exited or withdrew from school, or transferred, two years prior."
"449","withdrawal_date_p0",1,1,"Withdrawal date, current year","","","long",17898,NA,0,0,0,NA,0,0,"",1,"","Date on which the student exited or withdrew from school, or transferred, current year."
"450","withdrawal_date_p1",1,1,"Withdrawal date, one year later","","","long",17898,NA,0,0,0,NA,0,0,"",1,"","Date on which the student exited or withdrew from school, or transferred, one year later."
"451","withdrawal_date_p2",1,1,"Withdrawal date, two years later","","","long",17898,NA,0,0,0,NA,0,0,"",1,"","Date on which the student exited or withdrew from school, or transferred, two years later."
"452","withdrawal_type_m1",1,1,"Withdrawal type, one year prior","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Exit, w/draw, or trans category, one year prior: 0 = none, 1 = graduated, 2 = completed (no diploma), 3 = trans w/in dist, 4 = trans w/in state, 5 = other trans, 6 = exit/circumstance, 7 = exit/voluntary, 8 = exit/invol, 9 = missing/oth/unk."
"453","withdrawal_type_m2",1,1,"Withdrawal type, two years prior","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Exit, w/draw, or trans category, two years prior: 0 = none, 1 = graduated, 2 = completed (no diploma), 3 = trans w/in dist, 4 = trans w/in state, 5 = other trans, 6 = exit/circumstance, 7 = exit/voluntary, 8 = exit/invol, 9 = missing/oth/unk."
"454","withdrawal_type_p0",1,1,"Withdrawal type, current year","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Exit, w/draw, or trans category, current year: 0 = none, 1 = graduated, 2 = completed (no diploma), 3 = trans w/in dist, 4 = trans w/in state, 5 = other trans, 6 = exit/circumstance, 7 = exit/voluntary, 8 = exit/invol, 9 = missing/oth/unk."
"455","withdrawal_type_p1",1,1,"Withdrawal type, one year later","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Exit, w/draw, or trans category, one year later: 0 = none, 1 = graduated, 2 = completed (no diploma), 3 = trans w/in dist, 4 = trans w/in state, 5 = other trans, 6 = exit/circumstance, 7 = exit/voluntary, 8 = exit/invol, 9 = missing/oth/unk."
"456","withdrawal_type_p2",1,1,"Withdrawal type, two years later","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Exit, w/draw, or trans category, two years later: 0 = none, 1 = graduated, 2 = completed (no diploma), 3 = trans w/in dist, 4 = trans w/in state, 5 = other trans, 6 = exit/circumstance, 7 = exit/voluntary, 8 = exit/invol, 9 = missing/oth/unk."
"457","yearfirst",1,1,"Year of first appearance","","","int",2010,NA,0,0,0,NA,1,0,"",0,"","The first academic year (indicated by the trailing year - e.g, 2012 for 2011-12) in which the student first appeared in the Evaluation Engine database."
